origin_location_code,origin_has_hrp,origin_in_gho,asylum_location_code,asylum_has_hrp,asylum_in_gho,population_group,gender,age_range,min_age,max_age,population,reference_period_start,reference_period_end
#country+code+origin,#meta+has_hrp+origin,#meta+in_gho+origin,#country+code+asylum,#meta+has_hrp+asylum,#meta+in_gho+asylum,#population_group+code,#gender+code,#age+range,#age+min,#age+max,#population,#date+start,#date+end
PSE,False,True,USA,False,False,ASY,f,all,None,None,0,2005-01-01,2005-12-31
PSE,False,True,USA,False,False,ASY,m,0-4,0,4,0,2005-01-01,2005-12-31
PSE,False,True,USA,False,False,ASY,m,5-11,5,11,0,2005-01-01,2005-12-31
PSE,False,True,USA,False,False,ASY,m,12-17,12,17,0,2005-01-01,2005-12-31
PSE,False,True,USA,False,False,ASY,m,18-59,18,59,0,2005-01-01,2005-12-31
PSE,False,True,USA,False,False,ASY,m,60+,60,None,0,2005-01-01,2005-12-31
PSE,False,True,USA,False,False,ASY,m,all,None,None,0,2005-01-01,2005-12-31
PSE,False,True,USA,False,False,ASY,all,all,None,None,21,2005-01-01,2005-12-31
PSE,False,True,UZB,False,False,ASY,f,0-4,0,4,0,2005-01-01,2005-12-31
PSE,False,True,UZB,False,False,ASY,f,5-11,5,11,0,2005-01-01,2005-12-31
PSE,False,True,UZB,False,False,ASY,f,12-17,12,17,0,2005-01-01,2005-12-31
PSE,False,True,UZB,False,False,ASY,f,18-59,18,59,0,2005-01-01,2005-12-31
PSE,False,True,UZB,False,False,ASY,f,60+,60,None,0,2005-01-01,2005-12-31
PSE,False,True,UZB,False,False,ASY,f,all,None,None,0,2005-01-01,2005-12-31
PSE,False,True,UZB,False,False,ASY,m,0-4,0,4,0,2005-01-01,2005-12-31
PSE,False,True,UZB,False,False,ASY,m,5-11,5,11,0,2005-01-01,2005-12-31
PSE,False,True,UZB,False,False,ASY,m,12-17,12,17,0,2005-01-01,2005-12-31
PSE,False,True,UZB,False,False,ASY,m,18-59,18,59,5,2005-01-01,2005-12-31
PSE,False,True,UZB,False,False,ASY,m,60+,60,None,0,2005-01-01,2005-12-31
PSE,False,True,UZB,False,False,ASY,m,all,None,None,5,2005-01-01,2005-12-31
PSE,False,True,UZB,False,False,ASY,all,all,None,None,5,2005-01-01,2005-12-31
PSE,False,True,YEM,True,True,ASY,f,0-4,0,4,19,2005-01-01,2005-12-31
PSE,False,True,YEM,True,True,ASY,f,5-11,5,11,8,2005-01-01,2005-12-31
PSE,False,True,YEM,True,True,ASY,f,12-17,12,17,6,2005-01-01,2005-12-31
PSE,False,True,YEM,True,True,ASY,f,18-59,18,59,41,2005-01-01,2005-12-31
PSE,False,True,YEM,True,True,ASY,f,60+,60,None,0,2005-01-01,2005-12-31
PSE,False,True,YEM,True,True,ASY,f,all,None,None,74,2005-01-01,2005-12-31
PSE,False,True,YEM,True,True,ASY,m,0-4,0,4,20,2005-01-01,2005-12-31
PSE,False,True,YEM,True,True,ASY,m,5-11,5,11,10,2005-01-01,2005-12-31
PSE,False,True,YEM,True,True,ASY,m,12-17,12,17,8,2005-01-01,2005-12-31
PSE,False,True,YEM,True,True,ASY,m,18-59,18,59,45,2005-01-01,2005-12-31
PSE,False,True,YEM,True,True,ASY,m,60+,60,None,0,2005-01-01,2005-12-31
PSE,False,True,YEM,True,True,ASY,m,all,None,None,83,2005-01-01,2005-12-31
PSE,False,True,YEM,True,True,ASY,all,all,None,None,157,2005-01-01,2005-12-31
PSE,False,True,YEM,True,True,REF,f,0-4,0,4,15,2005-01-01,2005-12-31
PSE,False,True,YEM,True,True,REF,f,5-11,5,11,48,2005-01-01,2005-12-31
PSE,False,True,YEM,True,True,REF,f,12-17,12,17,47,2005-01-01,2005-12-31
PSE,False,True,YEM,True,True,REF,f,18-59,18,59,25,2005-01-01,2005-12-31
PSE,False,True,YEM,True,True,REF,f,60+,60,None,0,2005-01-01,2005-12-31
PSE,False,True,YEM,True,True,REF,f,all,None,None,135,2005-01-01,2005-12-31
PSE,False,True,YEM,True,True,REF,m,0-4,0,4,45,2005-01-01,2005-12-31
PSE,False,True,YEM,True,True,REF,m,5-11,5,11,98,2005-01-01,2005-12-31
PSE,False,True,YEM,True,True,REF,m,12-17,12,17,85,2005-01-01,2005-12-31
PSE,False,True,YEM,True,True,REF,m,18-59,18,59,77,2005-01-01,2005-12-31
PSE,False,True,YEM,True,True,REF,m,60+,60,None,0,2005-01-01,2005-12-31
PSE,False,True,YEM,True,True,REF,m,all,None,None,305,2005-01-01,2005-12-31
PSE,False,True,YEM,True,True,REF,all,all,None,None,440,2005-01-01,2005-12-31
PSE,False,True,ARE,False,False,ASY,f,0-4,0,4,0,2006-01-01,2006-12-31
PSE,False,True,ARE,False,False,ASY,f,5-11,5,11,0,2006-01-01,2006-12-31
PSE,False,True,ARE,False,False,ASY,f,12-17,12,17,0,2006-01-01,2006-12-31
PSE,False,True,ARE,False,False,ASY,f,18-59,18,59,0,2006-01-01,2006-12-31
PSE,False,True,ARE,False,False,ASY,f,60+,60,None,0,2006-01-01,2006-12-31
PSE,False,True,ARE,False,False,ASY,f,all,None,None,0,2006-01-01,2006-12-31
PSE,False,True,ARE,False,False,ASY,m,0-4,0,4,0,2006-01-01,2006-12-31
PSE,False,True,ARE,False,False,ASY,m,5-11,5,11,0,2006-01-01,2006-12-31
PSE,False,True,ARE,False,False,ASY,m,12-17,12,17,0,2006-01-01,2006-12-31
PSE,False,True,ARE,False,False,ASY,m,18-59,18,59,6,2006-01-01,2006-12-31
PSE,False,True,ARE,False,False,ASY,m,60+,60,None,0,2006-01-01,2006-12-31
PSE,False,True,ARE,False,False,ASY,m,all,None,None,6,2006-01-01,2006-12-31
PSE,False,True,ARE,False,False,ASY,all,all,None,None,6,2006-01-01,2006-12-31
PSE,False,True,ARE,False,False,REF,f,0-4,0,4,0,2006-01-01,2006-12-31
PSE,False,True,ARE,False,False,REF,f,5-11,5,11,0,2006-01-01,2006-12-31
PSE,False,True,ARE,False,False,REF,f,12-17,12,17,0,2006-01-01,2006-12-31
PSE,False,True,ARE,False,False,REF,f,18-59,18,59,6,2006-01-01,2006-12-31
PSE,False,True,ARE,False,False,REF,f,60+,60,None,0,2006-01-01,2006-12-31
PSE,False,True,ARE,False,False,REF,f,all,None,None,6,2006-01-01,2006-12-31
PSE,False,True,ARE,False,False,REF,m,0-4,0,4,0,2006-01-01,2006-12-31
PSE,False,True,ARE,False,False,REF,m,5-11,5,11,0,2006-01-01,2006-12-31
PSE,False,True,ARE,False,False,REF,m,12-17,12,17,0,2006-01-01,2006-12-31
PSE,False,True,ARE,False,False,REF,m,18-59,18,59,0,2006-01-01,2006-12-31
PSE,False,True,ARE,False,False,REF,m,60+,60,None,0,2006-01-01,2006-12-31
PSE,False,True,ARE,False,False,REF,m,all,None,None,0,2006-01-01,2006-12-31
PSE,False,True,ARE,False,False,REF,all,all,None,None,6,2006-01-01,2006-12-31
PSE,False,True,AUS,False,False,ASY,f,0-4,0,4,0,2006-01-01,2006-12-31
PSE,False,True,AUS,False,False,ASY,f,5-11,5,11,0,2006-01-01,2006-12-31
PSE,False,True,AUS,False,False,ASY,f,12-17,12,17,0,2006-01-01,2006-12-31
PSE,False,True,AUS,False,False,ASY,f,18-59,18,59,0,2006-01-01,2006-12-31
PSE,False,True,AUS,False,False,ASY,f,60+,60,None,0,2006-01-01,2006-12-31
PSE,False,True,AUS,False,False,ASY,f,all,None,None,0,2006-01-01,2006-12-31
PSE,False,True,AUS,False,False,ASY,m,0-4,0,4,0,2006-01-01,2006-12-31
PSE,False,True,AUS,False,False,ASY,m,5-11,5,11,0,2006-01-01,2006-12-31
PSE,False,True,AUS,False,False,ASY,m,12-17,12,17,0,2006-01-01,2006-12-31
PSE,False,True,AUS,False,False,ASY,m,18-59,18,59,0,2006-01-01,2006-12-31
PSE,False,True,AUS,False,False,ASY,m,60+,60,None,0,2006-01-01,2006-12-31
PSE,False,True,AUS,False,False,ASY,m,all,None,None,0,2006-01-01,2006-12-31
PSE,False,True,AUS,False,False,ASY,all,all,None,None,5,2006-01-01,2006-12-31
PSE,False,True,AUS,False,False,REF,f,0-4,0,4,0,2006-01-01,2006-12-31
PSE,False,True,AUS,False,False,REF,f,5-11,5,11,0,2006-01-01,2006-12-31
PSE,False,True,AUS,False,False,REF,f,12-17,12,17,0,2006-01-01,2006-12-31
PSE,False,True,AUS,False,False,REF,f,18-59,18,59,0,2006-01-01,2006-12-31
PSE,False,True,AUS,False,False,REF,f,60+,60,None,0,2006-01-01,2006-12-31
PSE,False,True,AUS,False,False,REF,f,all,None,None,0,2006-01-01,2006-12-31
PSE,False,True,AUS,False,False,REF,m,0-4,0,4,0,2006-01-01,2006-12-31
PSE,False,True,AUS,False,False,REF,m,5-11,5,11,0,2006-01-01,2006-12-31
PSE,False,True,AUS,False,False,REF,m,12-17,12,17,0,2006-01-01,2006-12-31
PSE,False,True,AUS,False,False,REF,m,18-59,18,59,0,2006-01-01,2006-12-31
PSE,False,True,AUS,False,False,REF,m,60+,60,None,0,2006-01-01,2006-12-31
PSE,False,True,AUS,False,False,REF,m,all,None,None,0,2006-01-01,2006-12-31
PSE,False,True,AUS,False,False,REF,all,all,None,None,90,2006-01-01,2006-12-31
PSE,False,True,AZE,False,False,REF,f,0-4,0,4,0,2006-01-01,2006-12-31
PSE,False,True,AZE,False,False,REF,f,5-11,5,11,0,2006-01-01,2006-12-31
PSE,False,True,AZE,False,False,REF,f,12-17,12,17,0,2006-01-01,2006-12-31
PSE,False,True,AZE,False,False,REF,f,18-59,18,59,0,2006-01-01,2006-12-31
PSE,False,True,AZE,False,False,REF,f,60+,60,None,0,2006-01-01,2006-12-31
PSE,False,True,AZE,False,False,REF,f,all,None,None,0,2006-01-01,2006-12-31
PSE,False,True,AZE,False,False,REF,m,0-4,0,4,0,2006-01-01,2006-12-31
PSE,False,True,AZE,False,False,REF,m,5-11,5,11,0,2006-01-01,2006-12-31
PSE,False,True,AZE,False,False,REF,m,12-17,12,17,0,2006-01-01,2006-12-31
PSE,False,True,AZE,False,False,REF,m,18-59,18,59,9,2006-01-01,2006-12-31
PSE,False,True,AZE,False,False,REF,m,60+,60,None,0,2006-01-01,2006-12-31
PSE,False,True,AZE,False,False,REF,m,all,None,None,9,2006-01-01,2006-12-31
PSE,False,True,AZE,False,False,REF,all,all,None,None,9,2006-01-01,2006-12-31
PSE,False,True,BEL,False,False,ASY,f,0-4,0,4,0,2006-01-01,2006-12-31
PSE,False,True,BEL,False,False,ASY,f,5-11,5,11,0,2006-01-01,2006-12-31
PSE,False,True,BEL,False,False,ASY,f,12-17,12,17,0,2006-01-01,2006-12-31
PSE,False,True,BEL,False,False,ASY,f,18-59,18,59,0,2006-01-01,2006-12-31
PSE,False,True,BEL,False,False,ASY,f,60+,60,None,0,2006-01-01,2006-12-31
PSE,False,True,BEL,False,False,ASY,f,all,None,None,0,2006-01-01,2006-12-31
PSE,False,True,BEL,False,False,ASY,m,0-4,0,4,0,2006-01-01,2006-12-31
PSE,False,True,BEL,False,False,ASY,m,5-11,5,11,0,2006-01-01,2006-12-31
PSE,False,True,BEL,False,False,ASY,m,12-17,12,17,0,2006-01-01,2006-12-31
PSE,False,True,BEL,False,False,ASY,m,18-59,18,59,0,2006-01-01,2006-12-31
PSE,False,True,BEL,False,False,ASY,m,60+,60,None,0,2006-01-01,2006-12-31
PSE,False,True,BEL,False,False,ASY,m,all,None,None,0,2006-01-01,2006-12-31
PSE,False,True,BEL,False,False,ASY,all,all,None,None,56,2006-01-01,2006-12-31
PSE,False,True,BEL,False,False,REF,f,0-4,0,4,0,2006-01-01,2006-12-31
PSE,False,True,BEL,False,False,REF,f,5-11,5,11,0,2006-01-01,2006-12-31
PSE,False,True,BEL,False,False,REF,f,12-17,12,17,0,2006-01-01,2006-12-31
PSE,False,True,BEL,False,False,REF,f,18-59,18,59,0,2006-01-01,2006-12-31
PSE,False,True,BEL,False,False,REF,f,60+,60,None,0,2006-01-01,2006-12-31
PSE,False,True,BEL,False,False,REF,f,all,None,None,12,2006-01-01,2006-12-31
PSE,False,True,BEL,False,False,REF,m,0-4,0,4,0,2006-01-01,2006-12-31
PSE,False,True,BEL,False,False,REF,m,5-11,5,11,0,2006-01-01,2006-12-31
PSE,False,True,BEL,False,False,REF,m,12-17,12,17,0,2006-01-01,2006-12-31
PSE,False,True,BEL,False,False,REF,m,18-59,18,59,0,2006-01-01,2006-12-31
PSE,False,True,BEL,False,False,REF,m,60+,60,None,0,2006-01-01,2006-12-31
PSE,False,True,BEL,False,False,REF,m,all,None,None,28,2006-01-01,2006-12-31
PSE,False,True,BEL,False,False,REF,all,all,None,None,40,2006-01-01,2006-12-31
PSE,False,True,BGD,False,True,ASY,f,0-4,0,4,0,2006-01-01,2006-12-31
PSE,False,True,BGD,False,True,ASY,f,5-11,5,11,0,2006-01-01,2006-12-31
PSE,False,True,BGD,False,True,ASY,f,12-17,12,17,6,2006-01-01,2006-12-31
PSE,False,True,BGD,False,True,ASY,f,18-59,18,59,0,2006-01-01,2006-12-31
PSE,False,True,BGD,False,True,ASY,f,60+,60,None,0,2006-01-01,2006-12-31
PSE,False,True,BGD,False,True,ASY,f,all,None,None,6,2006-01-01,2006-12-31
PSE,False,True,BGD,False,True,ASY,m,0-4,0,4,0,2006-01-01,2006-12-31
PSE,False,True,BGD,False,True,ASY,m,5-11,5,11,0,2006-01-01,2006-12-31
PSE,False,True,BGD,False,True,ASY,m,12-17,12,17,0,2006-01-01,2006-12-31
PSE,False,True,BGD,False,True,ASY,m,18-59,18,59,0,2006-01-01,2006-12-31
PSE,False,True,BGD,False,True,ASY,m,60+,60,None,0,2006-01-01,2006-12-31
PSE,False,True,BGD,False,True,ASY,m,all,None,None,0,2006-01-01,2006-12-31
PSE,False,True,BGD,False,True,ASY,all,all,None,None,6,2006-01-01,2006-12-31
PSE,False,True,BIH,False,False,REF,f,0-4,0,4,0,2006-01-01,2006-12-31
PSE,False,True,BIH,False,False,REF,f,5-11,5,11,0,2006-01-01,2006-12-31
PSE,False,True,BIH,False,False,REF,f,12-17,12,17,0,2006-01-01,2006-12-31
PSE,False,True,BIH,False,False,REF,f,18-59,18,59,0,2006-01-01,2006-12-31
PSE,False,True,BIH,False,False,REF,f,60+,60,None,0,2006-01-01,2006-12-31
PSE,False,True,BIH,False,False,REF,f,all,None,None,0,2006-01-01,2006-12-31
PSE,False,True,BIH,False,False,REF,m,0-4,0,4,0,2006-01-01,2006-12-31
PSE,False,True,BIH,False,False,REF,m,5-11,5,11,0,2006-01-01,2006-12-31
PSE,False,True,BIH,False,False,REF,m,12-17,12,17,0,2006-01-01,2006-12-31
PSE,False,True,BIH,False,False,REF,m,18-59,18,59,9,2006-01-01,2006-12-31
PSE,False,True,BIH,False,False,REF,m,60+,60,None,0,2006-01-01,2006-12-31
PSE,False,True,BIH,False,False,REF,m,all,None,None,9,2006-01-01,2006-12-31
PSE,False,True,BIH,False,False,REF,all,all,None,None,9,2006-01-01,2006-12-31
PSE,False,True,BLR,False,False,REF,f,0-4,0,4,0,2006-01-01,2006-12-31
PSE,False,True,BLR,False,False,REF,f,5-11,5,11,0,2006-01-01,2006-12-31
PSE,False,True,BLR,False,False,REF,f,12-17,12,17,0,2006-01-01,2006-12-31
PSE,False,True,BLR,False,False,REF,f,18-59,18,59,0,2006-01-01,2006-12-31
PSE,False,True,BLR,False,False,REF,f,60+,60,None,0,2006-01-01,2006-12-31
PSE,False,True,BLR,False,False,REF,f,all,None,None,0,2006-01-01,2006-12-31
PSE,False,True,BLR,False,False,REF,m,0-4,0,4,0,2006-01-01,2006-12-31
PSE,False,True,BLR,False,False,REF,m,5-11,5,11,0,2006-01-01,2006-12-31
PSE,False,True,BLR,False,False,REF,m,12-17,12,17,0,2006-01-01,2006-12-31
PSE,False,True,BLR,False,False,REF,m,18-59,18,59,6,2006-01-01,2006-12-31
PSE,False,True,BLR,False,False,REF,m,60+,60,None,0,2006-01-01,2006-12-31
PSE,False,True,BLR,False,False,REF,m,all,None,None,6,2006-01-01,2006-12-31
PSE,False,True,BLR,False,False,REF,all,all,None,None,6,2006-01-01,2006-12-31
PSE,False,True,BRA,False,True,REF,f,0-4,0,4,0,2006-01-01,2006-12-31
PSE,False,True,BRA,False,True,REF,f,5-11,5,11,0,2006-01-01,2006-12-31
PSE,False,True,BRA,False,True,REF,f,12-17,12,17,0,2006-01-01,2006-12-31
PSE,False,True,BRA,False,True,REF,f,18-59,18,59,0,2006-01-01,2006-12-31
PSE,False,True,BRA,False,True,REF,f,60+,60,None,0,2006-01-01,2006-12-31
PSE,False,True,BRA,False,True,REF,f,all,None,None,5,2006-01-01,2006-12-31
PSE,False,True,BRA,False,True,REF,m,0-4,0,4,0,2006-01-01,2006-12-31
PSE,False,True,BRA,False,True,REF,m,5-11,5,11,0,2006-01-01,2006-12-31
PSE,False,True,BRA,False,True,REF,m,12-17,12,17,0,2006-01-01,2006-12-31
PSE,False,True,BRA,False,True,REF,m,18-59,18,59,0,2006-01-01,2006-12-31
PSE,False,True,BRA,False,True,REF,m,60+,60,None,0,2006-01-01,2006-12-31
PSE,False,True,BRA,False,True,REF,m,all,None,None,11,2006-01-01,2006-12-31
PSE,False,True,BRA,False,True,REF,all,all,None,None,16,2006-01-01,2006-12-31
PSE,False,True,CAN,False,False,ASY,f,0-4,0,4,0,2006-01-01,2006-12-31
PSE,False,True,CAN,False,False,ASY,f,5-11,5,11,0,2006-01-01,2006-12-31
PSE,False,True,CAN,False,False,ASY,f,12-17,12,17,0,2006-01-01,2006-12-31
PSE,False,True,CAN,False,False,ASY,f,18-59,18,59,0,2006-01-01,2006-12-31
PSE,False,True,CAN,False,False,ASY,f,60+,60,None,0,2006-01-01,2006-12-31
PSE,False,True,CAN,False,False,ASY,f,all,None,None,18,2006-01-01,2006-12-31
PSE,False,True,CAN,False,False,ASY,m,0-4,0,4,0,2006-01-01,2006-12-31
PSE,False,True,CAN,False,False,ASY,m,5-11,5,11,0,2006-01-01,2006-12-31
PSE,False,True,CAN,False,False,ASY,m,12-17,12,17,0,2006-01-01,2006-12-31
PSE,False,True,CAN,False,False,ASY,m,18-59,18,59,0,2006-01-01,2006-12-31
PSE,False,True,CAN,False,False,ASY,m,60+,60,None,0,2006-01-01,2006-12-31
PSE,False,True,CAN,False,False,ASY,m,all,None,None,38,2006-01-01,2006-12-31
PSE,False,True,CAN,False,False,ASY,all,all,None,None,56,2006-01-01,2006-12-31
PSE,False,True,CAN,False,False,REF,f,0-4,0,4,0,2006-01-01,2006-12-31
PSE,False,True,CAN,False,False,REF,f,5-11,5,11,0,2006-01-01,2006-12-31
PSE,False,True,CAN,False,False,REF,f,12-17,12,17,0,2006-01-01,2006-12-31
PSE,False,True,CAN,False,False,REF,f,18-59,18,59,0,2006-01-01,2006-12-31
PSE,False,True,CAN,False,False,REF,f,60+,60,None,0,2006-01-01,2006-12-31
PSE,False,True,CAN,False,False,REF,f,all,None,None,0,2006-01-01,2006-12-31
PSE,False,True,CAN,False,False,REF,m,0-4,0,4,0,2006-01-01,2006-12-31
PSE,False,True,CAN,False,False,REF,m,5-11,5,11,0,2006-01-01,2006-12-31
PSE,False,True,CAN,False,False,REF,m,12-17,12,17,0,2006-01-01,2006-12-31
PSE,False,True,CAN,False,False,REF,m,18-59,18,59,0,2006-01-01,2006-12-31
PSE,False,True,CAN,False,False,REF,m,60+,60,None,0,2006-01-01,2006-12-31
PSE,False,True,CAN,False,False,REF,m,all,None,None,0,2006-01-01,2006-12-31
PSE,False,True,CAN,False,False,REF,all,all,None,None,396,2006-01-01,2006-12-31
PSE,False,True,CHE,False,False,REF,f,0-4,0,4,0,2006-01-01,2006-12-31
PSE,False,True,CHE,False,False,REF,f,5-11,5,11,0,2006-01-01,2006-12-31
PSE,False,True,CHE,False,False,REF,f,12-17,12,17,0,2006-01-01,2006-12-31
PSE,False,True,CHE,False,False,REF,f,18-59,18,59,0,2006-01-01,2006-12-31
PSE,False,True,CHE,False,False,REF,f,60+,60,None,0,2006-01-01,2006-12-31
PSE,False,True,CHE,False,False,REF,f,all,None,None,8,2006-01-01,2006-12-31
PSE,False,True,CHE,False,False,REF,m,0-4,0,4,0,2006-01-01,2006-12-31
PSE,False,True,CHE,False,False,REF,m,5-11,5,11,0,2006-01-01,2006-12-31
PSE,False,True,CHE,False,False,REF,m,12-17,12,17,0,2006-01-01,2006-12-31
PSE,False,True,CHE,False,False,REF,m,18-59,18,59,0,2006-01-01,2006-12-31
PSE,False,True,CHE,False,False,REF,m,60+,60,None,0,2006-01-01,2006-12-31
PSE,False,True,CHE,False,False,REF,m,all,None,None,18,2006-01-01,2006-12-31
PSE,False,True,CHE,False,False,REF,all,all,None,None,26,2006-01-01,2006-12-31
PSE,False,True,CHL,False,True,REF,f,0-4,0,4,0,2006-01-01,2006-12-31
PSE,False,True,CHL,False,True,REF,f,5-11,5,11,0,2006-01-01,2006-12-31
PSE,False,True,CHL,False,True,REF,f,12-17,12,17,0,2006-01-01,2006-12-31
PSE,False,True,CHL,False,True,REF,f,18-59,18,59,0,2006-01-01,2006-12-31
PSE,False,True,CHL,False,True,REF,f,60+,60,None,0,2006-01-01,2006-12-31
PSE,False,True,CHL,False,True,REF,f,all,None,None,0,2006-01-01,2006-12-31
PSE,False,True,CHL,False,True,REF,m,0-4,0,4,0,2006-01-01,2006-12-31
PSE,False,True,CHL,False,True,REF,m,5-11,5,11,0,2006-01-01,2006-12-31
PSE,False,True,CHL,False,True,REF,m,12-17,12,17,0,2006-01-01,2006-12-31
PSE,False,True,CHL,False,True,REF,m,18-59,18,59,5,2006-01-01,2006-12-31
PSE,False,True,CHL,False,True,REF,m,60+,60,None,0,2006-01-01,2006-12-31
PSE,False,True,CHL,False,True,REF,m,all,None,None,5,2006-01-01,2006-12-31
PSE,False,True,CHL,False,True,REF,all,all,None,None,5,2006-01-01,2006-12-31
PSE,False,True,CHN,False,False,ASY,f,0-4,0,4,0,2006-01-01,2006-12-31
PSE,False,True,CHN,False,False,ASY,f,5-11,5,11,0,2006-01-01,2006-12-31
PSE,False,True,CHN,False,False,ASY,f,12-17,12,17,0,2006-01-01,2006-12-31
PSE,False,True,CHN,False,False,ASY,f,18-59,18,59,0,2006-01-01,2006-12-31
PSE,False,True,CHN,False,False,ASY,f,60+,60,None,0,2006-01-01,2006-12-31
PSE,False,True,CHN,False,False,ASY,f,all,None,None,0,2006-01-01,2006-12-31
PSE,False,True,CHN,False,False,ASY,m,0-4,0,4,0,2006-01-01,2006-12-31
PSE,False,True,CHN,False,False,ASY,m,5-11,5,11,0,2006-01-01,2006-12-31
PSE,False,True,CHN,False,False,ASY,m,12-17,12,17,0,2006-01-01,2006-12-31
PSE,False,True,CHN,False,False,ASY,m,18-59,18,59,5,2006-01-01,2006-12-31
PSE,False,True,CHN,False,False,ASY,m,60+,60,None,0,2006-01-01,2006-12-31
PSE,False,True,CHN,False,False,ASY,m,all,None,None,5,2006-01-01,2006-12-31
PSE,False,True,CHN,False,False,ASY,all,all,None,None,5,2006-01-01,2006-12-31
PSE,False,True,CIV,False,False,ASY,f,0-4,0,4,0,2006-01-01,2006-12-31
PSE,False,True,CIV,False,False,ASY,f,5-11,5,11,0,2006-01-01,2006-12-31
PSE,False,True,CIV,False,False,ASY,f,12-17,12,17,0,2006-01-01,2006-12-31
PSE,False,True,CIV,False,False,ASY,f,18-59,18,59,0,2006-01-01,2006-12-31
PSE,False,True,CIV,False,False,ASY,f,60+,60,None,0,2006-01-01,2006-12-31
PSE,False,True,CIV,False,False,ASY,f,all,None,None,0,2006-01-01,2006-12-31
PSE,False,True,CIV,False,False,ASY,m,0-4,0,4,0,2006-01-01,2006-12-31
PSE,False,True,CIV,False,False,ASY,m,5-11,5,11,0,2006-01-01,2006-12-31
PSE,False,True,CIV,False,False,ASY,m,12-17,12,17,0,2006-01-01,2006-12-31
PSE,False,True,CIV,False,False,ASY,m,18-59,18,59,6,2006-01-01,2006-12-31
PSE,False,True,CIV,False,False,ASY,m,60+,60,None,0,2006-01-01,2006-12-31
PSE,False,True,CIV,False,False,ASY,m,all,None,None,6,2006-01-01,2006-12-31
PSE,False,True,CIV,False,False,ASY,all,all,None,None,6,2006-01-01,2006-12-31
PSE,False,True,CYP,False,False,ASY,f,0-4,0,4,0,2006-01-01,2006-12-31
PSE,False,True,CYP,False,False,ASY,f,5-11,5,11,0,2006-01-01,2006-12-31
PSE,False,True,CYP,False,False,ASY,f,12-17,12,17,0,2006-01-01,2006-12-31
PSE,False,True,CYP,False,False,ASY,f,18-59,18,59,0,2006-01-01,2006-12-31
PSE,False,True,CYP,False,False,ASY,f,60+,60,None,0,2006-01-01,2006-12-31
PSE,False,True,CYP,False,False,ASY,f,all,None,None,0,2006-01-01,2006-12-31
PSE,False,True,CYP,False,False,ASY,m,0-4,0,4,0,2006-01-01,2006-12-31
PSE,False,True,CYP,False,False,ASY,m,5-11,5,11,0,2006-01-01,2006-12-31
PSE,False,True,CYP,False,False,ASY,m,12-17,12,17,0,2006-01-01,2006-12-31
PSE,False,True,CYP,False,False,ASY,m,18-59,18,59,0,2006-01-01,2006-12-31
PSE,False,True,CYP,False,False,ASY,m,60+,60,None,0,2006-01-01,2006-12-31
PSE,False,True,CYP,False,False,ASY,m,all,None,None,0,2006-01-01,2006-12-31
PSE,False,True,CYP,False,False,ASY,all,all,None,None,372,2006-01-01,2006-12-31
PSE,False,True,CYP,False,False,REF,f,0-4,0,4,0,2006-01-01,2006-12-31
PSE,False,True,CYP,False,False,REF,f,5-11,5,11,0,2006-01-01,2006-12-31
PSE,False,True,CYP,False,False,REF,f,12-17,12,17,0,2006-01-01,2006-12-31
PSE,False,True,CYP,False,False,REF,f,18-59,18,59,0,2006-01-01,2006-12-31
PSE,False,True,CYP,False,False,REF,f,60+,60,None,0,2006-01-01,2006-12-31
PSE,False,True,CYP,False,False,REF,f,all,None,None,33,2006-01-01,2006-12-31
PSE,False,True,CYP,False,False,REF,m,0-4,0,4,0,2006-01-01,2006-12-31
PSE,False,True,CYP,False,False,REF,m,5-11,5,11,0,2006-01-01,2006-12-31
PSE,False,True,CYP,False,False,REF,m,12-17,12,17,0,2006-01-01,2006-12-31
PSE,False,True,CYP,False,False,REF,m,18-59,18,59,0,2006-01-01,2006-12-31
PSE,False,True,CYP,False,False,REF,m,60+,60,None,0,2006-01-01,2006-12-31
PSE,False,True,CYP,False,False,REF,m,all,None,None,75,2006-01-01,2006-12-31
PSE,False,True,CYP,False,False,REF,all,all,None,None,108,2006-01-01,2006-12-31
PSE,False,True,DNK,False,False,ASY,f,0-4,0,4,0,2006-01-01,2006-12-31
PSE,False,True,DNK,False,False,ASY,f,5-11,5,11,0,2006-01-01,2006-12-31
PSE,False,True,DNK,False,False,ASY,f,12-17,12,17,0,2006-01-01,2006-12-31
PSE,False,True,DNK,False,False,ASY,f,18-59,18,59,0,2006-01-01,2006-12-31
PSE,False,True,DNK,False,False,ASY,f,60+,60,None,0,2006-01-01,2006-12-31
PSE,False,True,DNK,False,False,ASY,f,all,None,None,0,2006-01-01,2006-12-31
PSE,False,True,DNK,False,False,ASY,m,0-4,0,4,0,2006-01-01,2006-12-31
PSE,False,True,DNK,False,False,ASY,m,5-11,5,11,0,2006-01-01,2006-12-31
PSE,False,True,DNK,False,False,ASY,m,12-17,12,17,0,2006-01-01,2006-12-31
PSE,False,True,DNK,False,False,ASY,m,18-59,18,59,0,2006-01-01,2006-12-31
PSE,False,True,DNK,False,False,ASY,m,60+,60,None,0,2006-01-01,2006-12-31
PSE,False,True,DNK,False,False,ASY,m,all,None,None,0,2006-01-01,2006-12-31
PSE,False,True,DNK,False,False,ASY,all,all,None,None,24,2006-01-01,2006-12-31
